1|3|104|240|1|4|3|445|240|3|4|3|12|10|1|1|12|442|1|1|538|10|3|2|538|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|4|108|224|0|4|3|433|248|2|4|3|22|10|1|1|12|432|0|1|528|10|3|2|528|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|3|108|188|0|4|3|429|280|3|4|3|32|18|2|1|12|414|0|1|510|10|3|2|510|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|1|164|152|1|4|3|341|284|2|4|3|32|64|2|1|12|368|0|1|464|10|3|2|464|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|2|220|152|1|4|3|341|332|0|4|3|32|92|2|1|12|340|0|1|436|10|3|2|448|430|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|3|240|300|2|4|3|341|164|1|4|3|32|176|2|1|12|256|0|1|352|10|3|2|412|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|4|108|392|2|4|3|555|168|2|4|3|46|163|1|1|40|172|1|1|240|10|3|2|300|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|1|136|316|0|4|3|547|312|3|4|3|47|215|2|1|72|216|2|1|164|10|3|2|224|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|4|80|372|2|4|3|439|308|0|4|3|47|243|2|1|72|272|2|1|108|10|3|2|168|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|3|270|448|1|6|2|435|88|3|4|3|47|232|0|1|72|200|0|1|144|10|1|2|120|442|1|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|3|318|280|0|6|2|303|100|2|4|3|47|176|0|1|72|128|0|1|216|10|1|2|148|398|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
1|2|192|208|3|6|2|303|232|2|4|3|75|163|2|1|72|162|2|1|242|10|3|2|148|332|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|3|156|190|0|6|2|311|260|1|4|3|75|172|2|1|72|180|2|1|224|10|3|2|148|314|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|4|192|118|1|6|2|375|268|2|4|3|75|190|2|1|72|216|2|1|190|12|2|2|148|278|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|1|336|118|1|6|2|355|344|3|4|3|75|216|2|1|72|264|2|1|214|36|2|2|148|230|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|2|366|118|1|6|2|347|332|0|4|3|75|226|2|1|72|274|2|1|214|46|2|2|148|220|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
1|3|496|240|1|4|3|155|240|3|4|3|588|10|1|1|588|442|1|1|62|10|3|2|62|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|2|492|224|0|4|3|167|248|4|4|3|578|10|1|1|588|432|0|1|72|10|3|2|72|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|3|492|188|0|4|3|171|280|3|4|3|568|18|4|1|588|414|0|1|90|10|3|2|90|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|1|436|152|1|4|3|259|284|4|4|3|568|64|4|1|588|368|0|1|136|10|3|2|136|442|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|4|380|152|1|4|3|259|332|0|4|3|568|92|4|1|588|340|0|1|164|10|3|2|152|430|0|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|3|360|300|4|4|3|259|164|1|4|3|568|176|4|1|588|256|0|1|248|10|3|2|188|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|2|492|392|4|4|3|45|168|4|4|3|554|163|1|1|560|172|1|1|360|10|3|2|300|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|1|464|316|0|4|3|53|312|3|4|3|553|215|4|1|528|216|4|1|436|10|3|2|376|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
0|2|520|372|4|4|3|161|308|0|4|3|553|243|4|1|528|272|4|1|492|10|3|2|432|382|3|2|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
